,equations,Solution
4091,x=50000*0.3%,150
4092,x=180/(1-35%-35%),600
4093,x=(57+48)*12,1260
4094,x=(910-190)/90,8
4095,x=25/(1-(3/8)),40
4096,x=144/16,9
4097,x=54/(4-1)*(6-4),36
4098,x=180/(12%+18%),600
4099,x=(6.5+2.5/0.5)/5,2.3
4100,x=200/5*3,120
4101,x=120*(3/5)*(2/3),48
4102,x=180/9-180/30,14
4103,x=9.6/(1-10%)*(1-10%-75%),1.6
4104,x=(7/8)*(4/5),((7)/(10))
4105,x=320/8,40
4106,x=(6-1)*6/2,15
4107,x=50*0.9,45
4108,x=(4/5),80%
4109,x=19112012*20121910-19112011*20121911,1010000.0
4110,x=36/(1-40%)*(1-(2/3)),20
4111,x=2003*0.999-2004*0.998,1.005
4112,x=(21-6)/(1-(1/4))+6,26
4113,x=800/(2/15),6000
4114,x=45*3+64,199
4115,x=(38+38)*43,3268
4116,x=(7.2-1.8)/(1.8/3),9
4117,x=5970/30,199
4118,x=20/(180+20),10%
4119,x=(1/3)+(1/5),((8)/(15))
4120,x=36*8+152,440
4121,x=(4500-594)/14,279
4122,x=(3.4*300)/(3.4-0.4),340
4123,x=(558-248)/5,62
4124,x=850*(1+(1/10)),935
4125,x=2000+2000*2.70%*2,2108
4126,x=(99/100)/(1/100),99
4127,x=(1/6)+(2/6),((1)/(2))
4128,x=240*(1+20%),288
4129,x=(2000-200)/(1-(3/4)),7200
4130,x=70*4+35,315
4131,x=37.68/3.14,12
4132,x=50*8/5-50,30
4133,x=360*((5)/(1+5+6)),150
4134,x=23*3+2,71
4135,x=1/(1/(1/5)+1/(1/6)),((1)/(11))
4136,x=(1.2*30)/(1.2-0.3),40
4137,x=(30-2.5)/5,5.5
4138,x=22/(11/20),40
4139,x=1440-1200,240
4140,x=40*(1/4)+4,14
4141,x=1560/(1-45%+10%),2400
4142,x=5000*(4/5)/(5/8),6400
4143,x=(7.8/1.3)-(2.4+3.6),0
4144,x=1-(3/5),((2)/(5))
4145,x=(8.3+3.7)/2.5,4.8
4146,x=(416+480)/(1-80%)*80%+416,4000
4147,x=30*(1-(1/5)),24
4148,x=(260+50+50*(2/3)-10)/(1-(2/5)-(2/5)*(2/3)),1000
4149,x=50-(16.70+25.80),7.5
4150,x=100/(500-100),25%
4151,x=(12.5*42)/(12.5+2.5),35
4152,x=0.58*90*15,783
4153,x=(3/8)+(2/8),((5)/(8))
4154,x=300*(15-3)/15,240
4155,x=(4.08-0.8*5)/0.4,0.2
4156,x=1.2*0.7*2.4,2.016
4157,x=25.48-23.15,2.33
4158,x=400*(1-25%)*(1-60%),120
4159,x=120*(11/12)*(9/11),90
4160,x=565-3*105,250
4161,x=17*5,85
4162,x=140/(1-40%-((4)/(4+3))),4900
4163,x=300/(1-20%),375
4164,x=(100-10)/6,15
4165,x=40/5+1,9
4166,x=48/24*5,10
4167,x=35*3+2,107
4168,x=56*28/98,16
4169,x=12*(1-(1/3))+13,21
4170,x=18+6,24
4171,x=2000*4.14%*1,82.8
4172,x=(580-450)*64-785,7535
4173,x=400/(450-250),2
4174,x=(1-(1/3))/8,((1)/(12))
4175,x=860-(45+70)*6,170
4176,x=40*(1-(1/4))/(1-(1/5)),((75)/(2))
4177,x=860*(1-12%),756.8
4178,x=0.9/9,0.1
4179,x=(12+18)*15,450
4180,x=12-7,5
4181,x=120/(3/4)/(5/6),192
4182,x=1/(1/10),10
4183,x=84*3/(84*(5/7)),4.2
4184,x=15*80%/(2/3),18
4185,x=12/(10-10*20%),1.5
4186,x=600/25,24
4187,x=(128+61)*12,2268
4188,x=538-168-228,142
4189,x=108*12+160,1456
4190,x=90/(1-(4/9)),162
4191,x=1/(1/(1/2)+1/(1/3)),((1)/(5))
4192,x=(8*7-6)/5,10
4193,x=960/(10*8),12
4194,x=39.9/19,2.1
4195,x=(18/2-1)/(3-2),8
4196,x=18/(3/7)*(1/3),14
4197,x=240/(240/12+4),10
4198,x=(12+20)/(1-20%),40
4199,x=400*(1+20%)+400,880
4200,x=840/21+840,880
4201,x=3-(3/11),((30)/(11))
4202,x=960+960*(1+(1/6)),2080
4203,x=(11-5)/5,((6)/(5))
4204,x=(23.7-2.8*4)/5,2.5
4205,x=2*4,8
4206,x=144*(5/12),60
4207,x=24/[1-(2/5)-(1-(2/5))*(1/3)]-24,36
4208,x=840/12+840,910
4209,x=84/(1-98%)-84,4116
4210,x=20*(2/5),8
4211,x=(3.8*1800)/(3.8-0.2),1900
4212,x=480/3*2+480,800
4213,x=(60-10)/(5/7),70
4214,x=(570-360)/30,7
4215,x=(48+52)*2,200
4216,x=5+1,6
4217,x=(5/2)/(1-(7/20)-(2/5)),10
4218,x=40/(1+(3/5)),25
4219,x=24+(24*4-6),114
4220,x=96*(2/3)*(1/4),16
4221,x=6+5-1,10
4222,x=99+198+297+396+495+594+693+792+891+990,5445
4223,x=(390-65*4)/65,2
4224,x=80/(1-20%),100
4225,x=50/[1-(2/5)-(1-(2/5))*(1/2)-(2/5)*(1-(1/3))],1500
4226,x=(2/3)/(1/8)+(2/3),6
4227,x=5/(5+4),((5)/(9))
4228,x=18*(1+2),54
4229,x=11/9,((11)/(9))
4230,x=144*(2/9)*(15/16),30
4231,x=3*72/2.4,90
4232,x=160*(1-(3/4)),40
4233,x=225/3*14,1050
4234,x=(50*1.5+50)*6,750
4235,x=(87-38)/0.5-42,56
4236,x=(1/5)-(1/20),((3)/(20))
4237,x=16.8/(1-20%)*20%,4.2
4238,x=160*55,8800
4239,x=650*(1-96%),26
4240,x=2800/5/4,140
4241,x=3.22/(1.4/10),23
4242,x=3000+3000*4.14%*3,3372.6
4243,x=(9+11-1)*4,76
4244,x=36*(3/4)/30%,90
4245,x=4/(4+5),((4)/(9))
4246,x=45*(2/5)/(3/4),24
4247,x=980-276-189,515
4248,x=40/16*2.5-1,5.25
4249,x=9*4+2,38
4250,x=8-1,7
4251,x=45*4/5,36
4252,x=160/8+25,45
4253,x=148.8/12,12.4
4254,x=4*3,12
4255,x=75-1,74
4256,x=(420-56)*4,1456
4257,x=(24-18)/18,((1)/(3))
4258,x=16*45*2,1440
4259,x=5/(3/5),((25)/(3))
4260,x=(10-6)/5%,80
4261,x=(369+381)/30,25
4262,x=14000*(3/7)+14000,20000
4263,x=600-(58*4+45*6),98
4264,x=5*5*6*6,900
4265,x=(100-85)/85,((3)/(17))
4266,x=60/((3)/(3+5)),160
4267,x=[1/(1-50%)-1/1]/1,100%
4268,x=(80*(24/5))/[80*(1+(1/5))],4
4269,x=1-(5/9),((4)/(9))
4270,x=18+16,34
4271,x=10*5,50
4272,x=120/6,20
4273,x=6*5/1.5,20
4274,x=4/(4+16),20%
4275,x=18*2+18,54
4276,x=2.4/(20-16),0.6
4277,x=48/96%*(1-96%),2
4278,x=1+(1/9),((10)/(9))
4279,x=50*14*22,15400
4280,x=4026*125*4+317,2013317
4281,x=40/5,8
4282,x=6.7-0.9,5.8
4283,x=28/(1+40%),20
4284,x=(2/3)-(1/5)-(3/10),((1)/(6))
4285,x=720/90,8
4286,x=240*(1+25%),300
4287,x=100/0.8,125
4288,x=300/(1-25%),400
4289,x=25*3+25,100
4290,x=21/(1-(1/5)-(1/3)),45
4291,x=(7-1)*35,210
4292,x=8*6+8*4*2+6*4*2-30,130
4293,x=25*(2/5),10
4294,x=13.4+1.6,15
4295,x=36*15,540
4296,x=300/(3/5),500
4297,x=4+1,5
4298,x=16.5*((8)/(7+8)),8.8
4299,x=7/25%,28
4300,x=2+1,3
4301,x=(3800-3000)*3%,24
4302,x=(15+3)/(1/4)-3,69
4303,x=40/(1-(2/5)-(1/3)),150
4304,x=10+1,11
4305,x=3*0.5/2,0.75
4306,x=780/(1+20%),650
4307,x=196/(1-0.3),280
4308,x=300/(1-0.85)-300,1700
4309,x=270/(25%+(1/5)),600
4310,x=39/(3/7),91
4311,x=2*2*6,24
4312,x=30/(1/5),150
4313,x=180/30/0.5*52*2,1248
4314,x=175*12+350,2450
4315,x=120*2-6,234
4316,x=82+47-11,118
4317,x=50/10*25,125
4318,x=(220-200)/200,10%
4319,x=20/(4/5)+20,45
4320,x=1-(5/8),((3)/(8))
4321,x=0.5/(6-1)*(12-1),1.1
4322,x=72*(1+2),216
4323,x=2400/(1+(3/7)),1680
4324,x=96/12,8
4325,x=80*5/(5-1)-80,20
4326,x=(2/9)/(1/5)/3,((10)/(27))
4327,x=(200-180)/200,10%
4328,x=17/6,((17)/(6))
4329,x=716-531+135,320
4330,x=16-1,15
4331,x=(45*40%-2)/(1/3),48
4332,x=(150+170)/(1-(1/5))*(1/5),80
4333,x=7+1,8
4334,x=65*20+350,1650
4335,x=750/(80+70),5
4336,x=120/(1+(1/3)),90
4337,x=30+38-(50-2),20
4338,x=90/(1/4),360
4339,x=100*6+120*4,1080
4340,x=190+4*50,390
4341,x=8/(6/3),4
4342,x=1500+1500*4,7500
4343,x=100*5-90*5,50
4344,x=35*8,280
4345,x=40*15+200,800
4346,x=100*24+160,2560
4347,x=360*(1-(1/5)),288
4348,x=1/(1+80%),((5)/(9))
4349,x=875-45*11,380
4350,x=2400*(1+(3/20)),2760
4351,x=(3/9)+(2/9),((5)/(9))
4352,x=180*(1-(1/4)),135
4353,x=1500/50-1500/75,10
4354,x=17*3+5,56
4355,x=40-17-13+8,18
4356,x=(10/2-1)*6,24
4357,x=(9-3)/(3-2)+1,7
4358,x=(2640-240)/(240/3),30
4359,x=120*2+44,284
4360,x=120/2/4,15
4361,x=9/15%-9,51
4362,x=(1550+50)*((5)/(6+5+5))-50,450
4363,x=35/5-1,6
4364,x=45/(1+(1/4)),36
4365,x=(90+90*(5/6))*2.5,412.5
4366,x=22*47+42*53,3260
4367,x=(25/39)*(8/25),((8)/(39))
4368,x=30/(2/5),75
4369,x=(1/(1/3))/(1/(1/4)),((3)/(4))
4370,x=2.2*2.5/4,1.375
4371,x=1-(4/5),((1)/(5))
4372,x=18*15+22*15,600
4373,x=150%-1,50%
4374,x=40*3/2,60
4375,x=600/(20*5),6
4376,x=128-14,114
4377,x=170/(20%+(2/7)),350
4378,x=(15+52.4/4)*8,224.8
4379,x=480/(1-(1/5)),600
4380,x=1/(9-1),((1)/(8))
4381,x=1008/(2/3),1512
4382,x=850*4,3400
4383,x=7/(1-(3/8)-(3/8)),28
4384,x=752-386+122,488
4385,x=0.08*2,0.16
4386,x=200/25-1,7
4387,x=250*0.8*0.9,180
4388,x=25*40-185,815
4389,x=23*9+5,212
4390,x=(369-45*4)/3,63
4391,x=50*50*((7)/(3+7)),1750
4392,x=(240+327)/(4+5),63
4393,x=1100/(1-23%-27%),2200
4394,x=(4/5)*(3/4)-(1/2),0.1
4395,x=42/(3*2),7
4396,x=780/65,12
4397,x=(53+47)*16,1600
4398,x=44*(2/11),8
4399,x=35*6+4,214
4400,x=66*4/(4-1),88
4401,x=5.8,5.800
4402,x=4/4,1
4403,x=160*(1+25%),200
4404,x=12.9/(1-14%),15
4405,x=1600/(1-(2/5)-(2/5)),8000
4406,x=1028-189+208,1047
4407,x=90/(3/4)*(5/6),100
4408,x=1/(1-98%),50
4409,x=28/40%,70
4410,x=120*(2/5),48
4411,x=22.5/1.25,18
4412,x=620/5,124
4413,x=16-10,6
4414,x=(5/8)/(5/7),((7)/(8))
4415,x=2*3.14*2*6,75.36
4416,x=12-(1/4),11((3)/(4))
4417,x=45+45*2-15,120
4418,x=(13/20)*8,((26)/(5))
4419,x=8-6,2
4420,x=36*20,720
4421,x=380+70-423,27
4422,x=7*8+158,214
4423,x=26+19+1,46
4424,x=24*125+780,3780
4425,x=18-(18/30)*20,6
4426,x=150*0.8,120
4427,x=40*(1-97.5%),1
4428,x=60*4/(4-1),80
4429,x=(110+100)*5,1050
4430,x=1-(1/4)-(1/5),((11)/(20))
4431,x=132/(1-56%),300
4432,x=45-45*4/5,9
4433,x=1-(4/7),((3)/(7))
4434,x=(2800-800)*14%,280
4435,x=((2/3)*(1/2)-(1/4))/(3/4),((1)/(9))
4436,x=(28-14)/(30-18)*30+14,49
4437,x=((4/9)*27)/(16-4),1
4438,x=(430-10*23)/8,25
4439,x=16*(2/3)*(9*(1/8)),12
4440,x=(100/2)*(2+3.5),275
4441,x=360*(1-35%),234
4442,x=60/(8-2)*5,50
4443,x=(3/25)*(3/2),((9)/(50))
4444,x=(5200-1800)/200+12,29
4445,x=(96+96*(1/3))/(1-(3/5)-(3/5)*(1/3)),640
4446,x=3500/50,70
4447,x=(45*5+63*4)/(5+4),53
4448,x=(3/5),((12)/(20))
4449,x=240.6/12/5,4.01
4450,x=195*30-150,5700
4451,x=8/40,0.2
4452,x=340/5*4,272
4453,x=(2/3)/0.6,((10)/(9))
4454,x=982.4-506.23,476.17
4455,x=630/5/9,14
4456,x=150+120,270
4457,x=(43-13)/2,15
4458,x=(15*8)/(15+5)+8,14
4459,x=12/(1-60%-(1/4)),80
4460,x=120*(1+15%)+120,258
4461,x=22/(1-20%-20%*(5/6)),34((14)/(19))
4462,x=880*(((6)/(6+5))-((5)/(6+5))),80
4463,x=140+45,185
4464,x=1200*(4/5)/(3/4),1280
4465,x=18*(5/6)/(3/5),25
4466,x=(11.5-4)/75%,10
4467,x=3.14*4*2,25.12
4468,x=275+225-291,209
4469,x=2700/4*2.5,1687.5
4470,x=640/8,80
4471,x=120*(1-(5/6)),20
4472,x=65*4/5,52
4473,x=36*(1-20%),28.8
4474,x=(4-1)*4,12
4475,x=27500/(1+10%),25000
4476,x=(145-45)/5,20
4477,x=(1/2)/(4/5),((5)/(8))
4478,x=15*(1/3)+(2/5),5((2)/(5))
4479,x=200572*200711-200571*200712,140
4480,x=(3/4)+(3/4)*(2/5),1((1)/(20))
4481,x=60800/(1-5%),64000
4482,x=27/(3/7)*(1/9),7
4483,x=400/(1+(3/5)),250
4484,x=640*(1-25%)/(1-40%)-640,160
4485,x=1000*4.14%*1*(1-5%),39.33
4486,x=2008-9,1999
4487,x=45/1%,4500
4488,x=12/3,4
4489,x=(620-80*4)/6,50
4490,x=70/2/7,5
4491,x=120*2-26,214
4492,x=154/7,22
4493,x=12/(3/10)+12,52
4494,x=5*12*6,360
4495,x=2*(4-1),6
4496,x=800*(1-(3/16)),650
4497,x=(111*58-148*16)/37,110
4498,x=754/(8+5),58
4499,x=8*8*(5+2),448
4500,x=91*18,1638
4501,x=42/(1+75%),24
4502,x=50/(450+50),10%
4503,x=280*(1+40%),392
4504,x=(53.4+53.4+1.6)*5,542
4505,x=6*6*6/9,24
4506,x=90/(1-30%-(1/4)),200
4507,x=10.8/9,1.2
4508,x=240/(1-(2/5)),400
4509,x=(4.8-4.56)/4.8,5%
4510,x=(156-12)/[1+(1-(1/11))/2],99
4511,x=15000/15/40,25
4512,x=(125*4+150*6)/(4+6),140
4513,x=350/(2150+350),14%
4514,x=1/(1/4),4
4515,x=28*15/21,20
4516,x=20/(5-1)*(4-1),15
4517,x=60*4/3-60,20
4518,x=80*(2/5)+4,36
4519,x=375/(67+58),3
4520,x=200*(1+10%),220
4521,x=372-83,289
4522,x=28.26/(5*2),2.826
4523,x=396/(100-1),4
4524,x=(1-(3/7))*(7/9),((4)/(9))
4525,x=(53+45)*1.4,137.2
4526,x=4500/(25-5),225
4527,x=37.4/(1-15%),44
4528,x=(460-120)/(120/6),17
4529,x=1420*5-40-260,6800
4530,x=200*(1-(1/4)),150
4531,x=3.14*0.5*1.6,2.512
4532,x=10/(1-(1/2)-(1/3)),60
4533,x=28*(1-(1/4)),21
4534,x=12000*(1-(1/3))*((3)/(2+3)),4800
4535,x=120*32*4/60,256
4536,x=738/41,18
4537,x=(10-8)/10,((1)/(5))
4538,x=18*30+860,1400
4539,x=(310+410)/(8/9),810
4540,x=(1/5)+(2/5),((3)/(5))
4541,x=(150-135)/150,10%
4542,x=22*(4-1),66
4543,x=5600-5600/80,5530
4544,x=102/0.85,120
4545,x=6*45/(6+9),18
4546,x=240*20%/(4/5),60
4547,x=108/0.9,120
4548,x=4000*12*5%,2400
4549,x=12/(2/5)*(4/5),24
4550,x=(85+79)*4,656
4551,x=5600+5600/(1-(1/5)),12600
4552,x=((4/5)*(2/3)+(7/15))/60%,1((2)/(3))
4553,x=14.4*0.8,11.52
4554,x=280/(385/11),8
4555,x=120*((5/8)*(4/5)),60
4556,x=6*(1+1500),9006
4557,x=2+1,3
4558,x=(1500-720)/12,65
4559,x=60*(2/3)/(4/5),50
4560,x=114/(1+(1/3)+(3/4)),54.72
4561,x=(5/6)*(1-(1/3)),((5)/(9))
4562,x=(3/8)+(2/8),((5)/(8))
4563,x=160-160/4,120
4564,x=105*(3/7)-3,42
4565,x=240/3,80
4566,x=81*5-79*4,89
4567,x=260*3/65,12
4568,x=225/(5/9)-225,180
4569,x=1-((1/3)+(1/2)),((1)/(6))
4570,x=12*9/(9-3),18
4571,x=(18+42)/((2)/(2+3)),150
4572,x=146-87+146,205
4573,x=34/(1-15%)-34,6
4574,x=240*8,1920
4575,x=120*8.25,990
4576,x=2400/12/40,5
4577,x=(76+80+78)/(14+16+15),5.2
4578,x=(42+45)*10,870
4579,x=285*6*0.65,1111.5
4580,x=(47-2184/56)*12,96
4581,x=(35*(1/5)+5)/(3/7),28
4582,x=24*15/20,18
4583,x=8*7+2,58
4584,x=1200/12-1200/15,20
4585,x=25*(2/5),10
4586,x=300-(63+86),151
4587,x=168*9/12,126
4588,x=102*16,1632
4589,x=(160-76)/28,3
4590,x=510/[49.6+(49.6+0.8)],5.1
4591,x=30/(1+25%),24
4592,x=42-14+42,70
4593,x=120/3,40
4594,x=261/9,29
4595,x=120-120*0.8,24
4596,x=(3400-800)*14%,364
4597,x=56/0.8,70
4598,x=(150-12)/2,69
4599,x=3800/0.95-3800,200
4600,x=90/[1-(1/4)-(1-(1/4))*40%],200
4601,x=5720/(1+10%),5200
4602,x=15.38-3.99+6.72-9.01,9.1
4603,x=(6+4)*400,4000
4604,x=(0.65*10-2.18)/0.48,9
4605,x=(80*5)/(5-1),100
4606,x=(567-187)/76,5
4607,x=((17/3)+(17/4))*(12/7),17
4608,x=(64+14*7)/(5+7),13.5
4609,x=58*(1+6)+58,464
4610,x=2/(1+(1/11)),((11)/(6))
4611,x=55*(750/5),8250
4612,x=(7200*(7/8)+7200)/36%,37500
4613,x=31/[((2/5)+(4/9))-(1-(2/5)-(4/9))],45
4614,x=135/3*2+26,116
4615,x=180*(5/6)*(2/3),100
4616,x=30*(1-(3/5)),12
4617,x=(4/5)/(3/5),((4)/(3))
4618,x=500*((3)/(2+3))*(1+(2/5)),420
4619,x=120/(1+(1/5)),100
4620,x=70/14+1,6
4621,x=1750/(1+25%),1400
4622,x=48/(1-(1/5)),60
4623,x=1600/(1-20%),2000
4624,x=96*(7/12)*(3/8),21
4625,x=(20+30)*32,1600
4626,x=(24-4)/0.8*100,2500
4627,x=3.50+4.80,8.30
4628,x=2000+2000*3%*5,2300
4629,x=157*(23/156),23((23)/(156))
4630,x=1200*(1-0.8),240
4631,x=(6+4)*11,110
4632,x=3.14*5,15.7
4633,x=0.34*6,2.04
4634,x=(200/4)*(4+3),350
4635,x=(270+630)/(270/9),30
4636,x=31+27-42,16
4637,x=6000*(1+(1/20)),6300
4638,x=900*((2/5)/(1/3)),1080
4639,x=300*(1-20%),240
4640,x=(120-12)/4,27
4641,x=480*(3+1),1920
4642,x=360*120%,432
4643,x=(100*10%+60*8%)/(100+60),9.25%
4644,x=120*32-900,2940
4645,x=(1-0.1*4)/(1/10),6
4646,x=125*2+36,286
4647,x=65*24,1560
4648,x=4.5/(4-1)*(8-1),10.5
4649,x=48*((2)/(2+5+5)),8
4650,x=(378-24*7)/(24+11),6
4651,x=(85+65)*4,600
4652,x=300/1200,25%
4653,x=(42-12)*2,60
4654,x=((3/4)-(1/8)*3)/2,((3)/(16))
4655,x=430-147-108,175
4656,x=51000/(1-15%)-51000,9000
4657,x=7*3/(1/4),84
4658,x=(10+200*5%)/2.5%-200-10,590
4659,x=118/2*3,177
4660,x=(2/7)+(3/7),((5)/(7))
4661,x=180/3*(2+3),300
4662,x=69+18+23+31+82,223
4663,x=15.42+5.8,21.22
4664,x=(2/5)*(5/6),((1)/(3))
4665,x=4800/12-4800/15,80
4666,x=100/10+1,11
4667,x=(14-12*75%)/2,2.5
4668,x=28/(65%-(2/5)),112
4669,x=5/7,((5)/(7))
4670,x=(1/4)/(1-(1/4)),((1)/(3))
4671,x=38.4*187-15.4*384+3.3*16,1320
4672,x=1-(4/15)-(2/5),((1)/(3))
4673,x=5*18+7*20,230
4674,x=149+(149-51),247
4675,x=120/(1-(3/5))+120,420
4676,x=500*2.25%*1,11.25
4677,x=25/(1+(1/4))/(2/75),750
4678,x=30*70-10*200,100
4679,x=45*28+36*12,1692
4680,x=(15-3)*5/3,20
4681,x=605-20.5+605,1189.5
4682,x=(90-25)*20,1300
4683,x=340/5-60,8
4684,x=80*5/100,4
4685,x=(12/7)*(14/5),4.8
4686,x=210/(3/10),700
4687,x=480/40,12
4688,x=(1/4)+(5/8)+(1/4),1((1)/(8))
4689,x=840/70%,1200
4690,x=(102+80)/14,13
4691,x=10/(2/5-1/3),150
4692,x=45*3*4,540
4693,x=20*30/24,25
4694,x=(1/2)/(1/4),2
4695,x=45-10+12,47
4696,x=280*36%,100.8
4697,x=360*30%/(3/4),144
4698,x=8-1,7
4699,x=125%-1,25%
4700,x=300/(30%+45%),400
4701,x=(60+70*2)/450,((4)/(9))
4702,x=6*12*15,1080
4703,x=3/6,0.5
4704,x=960/8/5,24
4705,x=36+36,72
4706,x=(4/5)-(1/2),((3)/(10))
4707,x=1.6/(1-42%-42%),10
4708,x=320/20%+320,1920
4709,x=5/((1/3)-(1/4)),60
4710,x=96/32%,300
4711,x=(15-5)/15,((2)/(3))
4712,x=33.25/3.5-5,4.5
4713,x=(140-80)/2,30
4714,x=408/(24+27),8
4715,x=50*75+50*25,5000
4716,x=1.2/(1-(1/5))-1.2,0.3
4717,x=(128/25)/(4/5),((32)/(5))
4718,x=240*(1-(3/8)-(1/4)),90
4719,x=12/32,((3)/(8))
4720,x=(180+120)/25,12
4721,x=5+5,10
4722,x=7.2/0.15*0.25,12
4723,x=18*(3-1),36
4724,x=(3/9)+(2/9),((5)/(9))
4725,x=200+168-316,52
4726,x=8/(2/5),20
4727,x=15*9/(14-9),27
4728,x=(12+15)*30,810
4729,x=(50+70)/(1/4),480
4730,x=6*7,42
4731,x=12600*(55%+60%-1),1890
4732,x=350/(1+(2/5)),250
4733,x=6.5-6.5/13,6
4734,x=216/4-45/3,39
4735,x=480/(1+(1/4))+480,864
4736,x=(35/56)*(4/7),((5)/(14))
4737,x=440/(1-(2/5)),((2200)/(3))
4738,x=3*2*1,6
4739,x=15/(3/20)+(2-(3/4)),101((1)/(4))
4740,x=420/(420/7+10),6
4741,x=36*(1/4),9
4742,x=0.9*3-0.5,2.2
4743,x=1/(1+9),10%
4744,x=15*(4+4),120
4745,x=15-15*20%-4,8
4746,x=(3.9-20*0.1)/20,0.095
4747,x=140/[1-(1/6)-(1-(1/6))*(2/5)-(1/4)],560
4748,x=61.5/(3.2+5),7.5
4749,x=(4.8*5+2.2)/4,6.55
4750,x=15*8,120
4751,x=1500*(3/5)/(3/4),1200
4752,x=65*4/5,52
4753,x=4*9*50,1800
4754,x=(140-48)*25,2300
4755,x=12.4*25/10,31
4756,x=1500/(1-(3/8))-1500,900
4757,x=500-128-343,29
4758,x=(1-(5/9))/(5/9),((4)/(5))
4759,x=4500*(3/5)/(1/2),5400
4760,x=40*16+35,675
4761,x=6/(1/3),18
4762,x=(28/29),((56)/(58))
4763,x=504/[45+45/(1-(1/4))],4.8
4764,x=45-17+31,59
4765,x=(544-24)/((2/7)+(2/7)),910
4766,x=8*2,16
4767,x=(1-(1/3))/((1/3)/3),6
4768,x=(1+3)/(3/(3/8)+1),((4)/(9))
4769,x=25.5-2.5+25.5,48.5
4770,x=18*5,90
4771,x=14*50%/(1+40%),5
4772,x=25*18/5,90
4773,x=12/(1-(9/20)-(2/5)),80
4774,x=32*3-19,77
4775,x=1-(1/5),((4)/(5))
4776,x=54/(1+8%),50
4777,x=120/((2/5)/(1/4)-1),200
4778,x=172*(3/4),129
4779,x=200/2/4,25
4780,x=72/(20%+(1/4)),160
4781,x=2400-(150*5+60*16),690
4782,x=1-(2/7)-(1-(2/7))*(1/5),((4)/(7))
4783,x=116*12,1392
4784,x=360*(1/3)+1,121
4785,x=360/3+360,480
4786,x=(301-1)*0.5/(100-90),15
4787,x=68*2.5+220.5,390.5
4788,x=(320+60)*4,1520
4789,x=650*(1+15%),747.5
4790,x=30*8*(4/15),64
4791,x=(3/4)+(5/36)+(7/144)+(9/400)+(11/900)+(13/1764)+(15/3136),((63)/(64))
4792,x=60*15/90,10
4793,x=180/90%,200
4794,x=(105-5)/(1+3),25
4795,x=80/(1/6),480
4796,x=1800*(1/6),300
4797,x=25%/(1+25%),20%
4798,x=4*2,8
4799,x=7800/(1-(1/5))-7800,1950
4800,x=3600/80%,4500
4801,x=5/(5+8),((5)/(13))
4802,x=(2000-1200)/2000,40%
4803,x=3*40/2,60
4804,x=20*70-4*200,600
4805,x=900-(698+185),17
4806,x=20+26-36,10
4807,x=3/(18-3),20%
4808,x=(32+34)*6+2*12,420
4809,x=54/(6/5)-25,20
4810,x=168/(68+72),1.2
4811,x=950/(100+90)*90,450
4812,x=(12+2)/(1-(2/5)-(2/5)),70
4813,x=750/(1-40%-30%),2500
4814,x=90*(1/6),15
4815,x=70*5/4,87.5
4816,x=50*12/5,120
4817,x=(400/2+400/20)/2,110
4818,x=15*12+150,330
4819,x=134.4/(96/1.5)+1.5,3.6
4820,x=210/(((3)/(1+3))-(1/6)),360
4821,x=105*2+1,211
4822,x=(64*3-25)+64,231
4823,x=63/18,3.5
4824,x=112*6+4,676
4825,x=(6-4)/(2/5),5
4826,x=(24+12)*9,324
4827,x=120/(4/5)/(3/4),200
4828,x=72*6,432
4829,x=(80-44)/(17+19),1
4830,x=1800/(235+65),6
4831,x=1.135+3.346+5.557+7.768+9.979,27.785
4832,x=15/(3/4)*(3/5),12
4833,x=120*9+30,1110
4834,x=15/(1-(1/3)-(1/4)),36
4835,x=(14+36)*20,1000
4836,x=170/200,((17)/(20))
4837,x=1-(1/5)-((1/5)+(1/20)),((11)/(20))
4838,x=180*((1/3)+(1/4)),105
4839,x=1.25-0.75,0.5
4840,x=(1*(5/8))/(1/8),5
4841,x=175/25,7
4842,x=112/(1+40%),80
4843,x=605/5,121
4844,x=15/(20+15+5),((3)/(8))
4845,x=1275*(1-(3/5)),510
4846,x=427/(1/6)*(2/7),732
4847,x=[(106.8-5.4*7)/6]-5.4,6.1
4848,x=36*5-24*5,60
4849,x=30/6,5
4850,x=(2880-2000)*5%,44
4851,x=(339/3+12)*3,375
4852,x=(3*5+25)/(1-(1/5)),50
4853,x=4/(16.8*1.5-5.2),0.2
4854,x=42+18,60
4855,x=5.27-(0.5+0.4),4.37
4856,x=(103+112)*1.2+16.08,274.08
4857,x=5/(85-5),6.25%
4858,x=(270/30)-(180/30),3
4859,x=180*(1+(2/9)),220
4860,x=(8.7-3.7)*(6.32+3.68),50
4861,x=110-120/(1+20%),10
4862,x=700/(85+90),4
4863,x=6*2-3,9
4864,x=600*5%,30
4865,x=80/((4)/(4+5)),180
4866,x=50/5+1,11
4867,x=78*(1/6),13
4868,x=7200/(8-5),2400
4869,x=2000+2000*4.68%*2,2187.2
4870,x=(32-4)/(8-4),7
4871,x=10*(24-1),230
4872,x=(70-16)/2,27
4873,x=48/[75%-(1-(2/5))]*(1-75%),80
4874,x=80/(5/3)/(9/2),10((2)/(3))
4875,x=5/(1-(2/3))/(1-40%),25
4876,x=80-(11+13)*3,8
4877,x=4+5+1,10
4878,x=320/(60-44),20
4879,x=320*25/400,20
